Name,Birth Date,Phone Number,Own House,Country,Zip Code,Year,Time,Longitude,Latitude
John Tucker,1987-02-06,(0115)4960701,YES,American Samoa,23121,2019,06:38:02,-84.837047,-18.8159945
Johnny Snyder,1980-11-08,+4429 2018 0682,NO,Northern Mariana Islands,50447,2001,16:39:48,177.504743,12.612074
Susan Shah,1988-03-21,(020) 7496 0448,YES,Saint Helena,49662,1993,14:01:59,147.862857,29.964102
Richard Guerra,1999-05-30,01632 960095,NO,Norway,14953,2012,07:43:07,-74.937663,-4.145088
Amber Stevenson,1989-12-13,0113 496 0381,NO,Vietnam,24069,1973,18:03:45,57.063434,-21.216183
Kayla Vaughn,1993-12-31,+44161 496 0211,YES,Slovakia (Slovak Republic),86997,2010,07:00:24,116.782797,-4.7417375
Christine Brewer,1971-01-18,+44141 496 0720,YES,Bahamas,20545,1970,12:35:32,-81.440422,-80.2203155
Adam Gray,2018-02-03,+441154960159,NO,Peru,74812,1984,01:14:05,-71.773017,11.434481
Tyler Bauer,2005-07-01,+44(0)141 496 0266,NO,Tanzania,97217,1991,10:28:40,-84.159393,64.332056
Rhonda Davis,2002-10-02,+44141 496 0731,NO,Guinea-Bissau,87787,2013,20:52:08,-97.042418,-33.471610
Kristi Fowler,2008-04-13,0115 4960243,NO,Spain,59281,1982,02:48:51,175.818095,51.037787
Michelle Davis,2013-03-09,+44(0)306 999 0562,YES,Gabon,79712,1996,18:11:36,-33.118552,58.8450605
David Wood,1984-03-16,+44141 4960052,NO,Jamaica,95621,1998,15:19:19,-175.437347,-44.8181445
Lisa Owens,1980-11-13,+4429 2018238,YES,Bhutan,07867,1983,15:29:44,-156.208742,-53.1059735
Kathryn Munoz,1989-08-17,+44(0)909 879 0689,YES,Bulgaria,61166,1993,09:58:27,-121.778562,-2.643601
Katherine Barnes,2004-07-16,(0191)4960889,NO,Aruba,61599,1978,20:52:54,171.373247,-71.1875205
Steven Carson,1971-08-04,+44(0)114 496 0677,YES,Serbia,41237,2002,13:58:15,-52.803877,49.509790
Donald Thompson,1985-05-04,+44(0)1632 960352,YES,Algeria,91365,1982,05:49:55,151.045748,10.370040
Angel Pierce,2001-02-28,0909 8790666,NO,Svalbard & Jan Mayen Islands,89887,2000,05:16:10,-174.416847,-79.444959
Nathaniel Sweeney,1992-09-17,+44(0)28 9018 0455,YES,Turkey,89207,2005,08:49:35,-37.340389,29.0761695
Michelle Young,1991-09-16,+44(0)20 74960274,YES,Somalia,82679,1993,23:47:20,137.798939,10.3030865
Troy James,1997-08-28,+44(0)118 4960140,NO,Bouvet Island (Bouvetoya),83233,1972,14:45:37,-107.834087,-72.9500425
William Moran,1998-05-20,+44116 496 0039,NO,Mexico,72983,1996,02:08:26,-107.037190,-71.653791
Casey Fields,1987-02-04,+44(0)151 4960627,YES,China,33929,1991,10:28:51,85.659762,14.212415
James Bryant,2008-11-30,(0131) 4960963,NO,Poland,42381,2013,20:29:37,3.251461,78.593171
Vanessa Lynch DVM,1972-09-21,0306 999 0341,YES,British Indian Ocean Territory (Chagos Archipelago),87912,2002,23:39:34,-122.042087,55.2012775
Amy Montgomery,2007-07-04,03069990151,YES,Tanzania,95847,2007,06:56:25,52.639106,3.303777
Sean Wong,1997-01-20,+44(0)1144960734,NO,Colombia,71104,2010,03:01:35,-93.382169,-70.6025615
Darren Dean,1986-09-10,+4420 7496 0808,NO,Netherlands Antilles,05215,1988,14:16:37,-56.465172,60.146941
Steven Davis,2006-09-16,+44(0)8081570389,NO,Heard Island and McDonald Islands,79349,2006,19:09:19,133.841598,-10.0460025
Jeremy Ayala,2010-08-11,(029)2018828,YES,Swaziland,95444,2012,09:23:15,136.210454,10.2554245
Scott Acevedo,1988-10-02,0121 4960260,NO,Niue,41458,2006,23:03:13,142.603862,73.426929
William Jackson,2010-11-03,+441134960592,NO,Spain,26177,1971,15:48:45,31.486488,48.1643205
James Clayton,1987-10-04,01184960519,NO,Timor-Leste,96686,1970,01:44:31,-116.791711,-86.3156165
Toni Velasquez,1999-01-01,+44(0)306 9990818,YES,Romania,67238,1987,08:38:09,45.387368,-68.801625
James Walker,1999-05-03,+441134960325,NO,Marshall Islands,75621,1981,07:40:34,-170.678476,88.0893875
Scott Bush,1987-11-11,+4429 2018136,YES,Yemen,21501,1988,17:11:10,-91.267540,18.3853655
Michelle Rodriguez,1990-08-08,02074960506,YES,Morocco,09230,1993,21:31:33,71.978925,-69.414562
Nicole Ramirez,1992-05-22,01414960974,NO,Costa Rica,50846,2001,06:35:41,-1.229017,-23.9577105
Jason Lang,1980-03-30,0808 157 0230,YES,China,00612,2011,20:05:46,42.500838,-66.9120775
Randy Morrow,2020-07-21,0118 4960887,YES,Saint Pierre and Miquelon,67304,2021,15:42:32,-96.062677,68.7216395
Jennifer Roberts,1992-02-29,+442074960223,NO,Mauritius,95757,2007,17:59:00,-173.486733,85.6532655
Richard Munoz,1977-02-13,(01632)960967,YES,Portugal,45122,1991,00:26:40,31.259568,-9.5816665
Tyrone Tate,1971-01-13,(0808) 1570517,NO,Grenada,88917,2001,09:23:06,165.135596,-24.2204825
Jim Walker,2014-10-18,+44(0)161 496 0579,NO,Guadeloupe,60688,2005,00:59:40,53.125727,45.299083
Daniel Coffey DDS,2011-07-22,+44808 157 0340,NO,Lebanon,42666,2021,11:42:18,-143.241301,40.080959
Mr. Frank Vincent PhD,2010-05-11,+442074960360,NO,Haiti,41075,1976,13:12:54,-76.162092,75.9698345
Christopher Ramirez,1973-07-10,(0909) 8790328,YES,Papua New Guinea,51769,2001,07:54:26,-103.574762,58.830716
Michelle Mckenzie,2003-03-11,+44(0)808 157 0548,YES,Portugal,95311,1978,00:58:54,40.319445,6.4077225
Sonia Robertson,1996-08-05,+44(0)151 496 0080,NO,Tuvalu,59665,2001,11:57:46,147.441314,33.102016
Brittany Sanders,2017-10-01,+44117 496 0413,YES,Croatia,24019,1997,09:09:40,1.733025,46.797934
Carolyn Henderson,1974-09-11,+441614960318,YES,Fiji,09060,2002,06:58:20,47.695648,81.498785
Christina Meza,1976-11-09,(0116) 496 0400,YES,Andorra,69976,2004,16:08:52,-146.728005,1.1527455
Nicholas Christensen,1988-12-16,01632 960 346,NO,Sao Tome and Principe,67430,2006,21:34:50,57.608913,11.0447335
Joseph Warren,1997-08-08,(0113) 4960234,NO,Finland,09308,2014,08:05:22,90.424157,88.9737175
Diana Krause,1982-11-22,(0115) 4960137,NO,Nicaragua,22170,1986,07:18:56,-127.169235,-77.3358325
Matthew Olsen,1978-11-27,+44(0)191 496 0198,YES,Antigua and Barbuda,08128,2002,05:16:31,108.912146,-72.248828
Carly Sharp,1979-05-20,01314960361,NO,Gambia,51385,1992,23:44:02,144.612142,-4.108088
Kathleen Lutz,1978-12-21,+44(0)117 4960691,NO,Cayman Islands,62262,2008,15:12:30,-70.601973,25.951747
Lisa Park,1971-03-05,0808 157 0286,YES,Egypt,29599,1986,23:07:49,5.076472,-44.637269
Nicholas Lopez,2009-06-11,01914960709,NO,Cayman Islands,06347,1998,16:11:06,-174.628022,56.154926
Audrey Rodriguez,1999-07-24,(0131) 496 0276,YES,Cameroon,48942,1999,12:52:09,15.042678,-37.2596055
Aaron Martinez,2020-03-14,0121 4960101,YES,Mauritius,95299,2004,03:09:39,123.243607,-40.0787665
Glenn Sandoval,1984-04-04,+44(0)117 496 0103,NO,Saint Lucia,90149,1993,15:46:23,-73.895560,-37.658606
William Higgins,2015-01-01,(0118) 496 0276,YES,Argentina,87503,2014,16:02:51,57.927810,89.3744325
Robert Johnson,1997-10-27,(0808) 1570240,NO,Brazil,12438,2004,17:23:45,-39.317264,-27.987824
Adam Jones,1989-08-31,+44(0)1632 960 541,NO,Jersey,97197,1981,03:19:59,109.339403,23.1648705
Brooke Horton,2004-06-05,01134960764,YES,Micronesia,49706,1997,11:17:28,-145.347401,-45.531203
Jill Smith,1979-09-07,+44115 4960395,NO,Kazakhstan,95192,2004,12:06:04,111.538723,-9.872874
John Oliver,1985-11-23,+441144960923,NO,Estonia,89166,2012,21:17:34,-82.087168,-61.120867
Christina Caldwell,2016-03-10,+44(0)1632 960369,YES,Nigeria,41144,1997,02:37:25,-126.008852,30.807922
Jeffrey Sanders,1980-03-30,+4429 2018516,NO,Gabon,37342,1997,02:28:02,-48.833266,73.874698
Logan Miranda,2017-09-17,(01632)960135,YES,Cape Verde,37502,1978,18:48:09,-135.102499,33.8024325
John Gordon,2014-11-29,+44115 496 0339,YES,Saint Barthelemy,92331,1998,06:24:34,89.345429,54.6835315
Tiffany Cortez,1981-06-03,0117 4960848,YES,Uzbekistan,49492,1983,01:59:31,136.824447,-39.3410475
Randy Herman,2017-06-11,(0117)4960114,YES,United Kingdom,32453,1995,13:21:55,102.995728,46.506260
Diane Sanders,2003-09-01,+4429 2018253,NO,Argentina,14274,2002,11:58:35,105.838829,50.693474
Roger Tucker,1989-01-24,01614960992,NO,French Polynesia,82750,1998,00:39:13,124.431467,22.5293035
Patrick Miller,1983-11-11,0116 4960837,NO,Christmas Island,23240,2002,09:11:28,72.594622,38.2363455
Wendy Moore,2008-09-17,+44161 496 0188,NO,Turkmenistan,49997,2002,20:13:36,139.709462,-75.808254
Andrew Riley,1985-12-20,01164960383,YES,Gabon,03893,1973,12:01:13,91.954015,40.779988
John Kelley,1972-03-01,+44(0)1514960929,YES,Slovenia,34831,1977,14:33:36,-166.942776,3.083883
Gabriel Adams,1992-10-01,+44(0)118 4960303,YES,Falkland Islands (Malvinas),50128,1988,15:35:18,-157.879462,10.3908325
Heather Lowe,1971-01-09,(0121)4960801,YES,Mongolia,51595,2006,20:49:46,-44.589866,-26.420835
Janet Turner,2003-01-14,(0116)4960038,YES,Belarus,43897,1974,08:45:52,140.483368,9.4316855
Beverly Lopez,2012-12-04,+44(0)20 74960411,YES,San Marino,15869,1993,14:05:31,-67.279181,71.835102
Marie Sosa,1988-07-12,029 2018674,NO,Bhutan,01244,1993,05:32:34,-40.526233,18.1517655
Christopher Collins,1993-02-22,(0121) 4960820,NO,Estonia,23205,1992,07:27:00,67.234382,-63.485314
Sherri Hendrix,2019-09-26,+44(0)117 496 0403,YES,Jersey,24573,1997,16:49:17,-78.095216,59.4673695
Victoria Harris,1990-12-05,+44289018005,YES,Australia,09979,1993,02:11:43,145.249691,-50.2424395
Chad Vaughan,1986-05-23,+44(0)1184960989,NO,Guatemala,18336,2004,12:51:03,-139.215760,-1.531286
Anthony Osborn,1998-10-01,+44116 4960726,NO,Samoa,10189,2004,12:13:45,69.717974,5.705415
Michael Mccann DVM,1974-04-16,(028) 9018995,NO,Guatemala,73738,2013,21:40:17,-70.904407,72.465862
Maria Scott,1986-03-07,0116 4960015,NO,Morocco,31732,2008,05:23:32,-91.679391,62.4551265
Lisa Ponce,1997-03-07,(0116)4960647,NO,Ukraine,97943,1971,02:31:13,-169.230231,-65.442308
Clarence Steele,1972-02-24,(0151) 4960408,NO,Gibraltar,60237,1985,15:07:05,169.791716,69.4563725
Natalie Rodriguez PhD,2016-08-06,+44909 8790190,YES,Chile,31380,2002,18:30:25,-120.230266,37.7129755
Larry Davies,2012-02-18,08081570116,NO,Liechtenstein,99634,1989,03:46:29,-78.891875,13.6334695
Erik Smith,2009-05-29,(0151) 496 0703,YES,El Salvador,19557,2009,02:09:42,76.851545,21.917104
Dale Johnson,1975-08-01,+441632 960 231,NO,Mauritania,06593,1995,03:04:11,-39.575919,-19.1046665
Anthony Fox,2012-05-08,+44909 8790371,NO,South Georgia and the South Sandwich Islands,45020,2012,05:29:40,-126.925848,4.345010
Alexandra Jones,1974-10-14,+44131 496 0728,NO,China,73376,1991,11:19:16,156.785809,-22.0689995
Aaron Johnson,1971-12-01,+44(0)20 7496 0384,NO,Congo,02542,1981,18:32:10,91.083189,-77.4942755
Tyler Nelson,2017-12-28,(0141) 496 0845,NO,United States of America,80735,2003,19:48:41,-174.167577,48.432342
Raymond Huff,2006-07-04,(0151) 496 0380,YES,Bulgaria,58703,1999,01:49:50,-165.595992,58.212654
Benjamin Gray,2003-07-28,+44(0)117 496 0765,NO,Cyprus,74299,1995,21:15:42,-156.476576,-1.5447015
Jennifer Copeland,1998-08-26,01632 960 044,NO,Grenada,23295,1979,00:00:37,77.684324,-54.311296
Hannah Maxwell,1993-07-07,0292018658,NO,Brunei Darussalam,49882,2008,06:02:54,4.967333,-59.1864605
George Hale,2018-12-03,01144960667,NO,Micronesia,97525,2003,10:18:53,45.733481,-40.0234305
Michael Mosley,1972-02-05,0191 4960060,NO,Bosnia and Herzegovina,30048,2012,18:32:18,119.582888,-18.129296
Jeffrey Moore,1992-07-06,+44115 4960076,NO,Japan,16279,1980,07:34:34,65.595491,-40.8473135
Alexandra Bond,1977-04-22,+44118 496 0250,YES,Mauritania,82342,1977,01:11:30,172.665454,-74.1792645
Dennis Casey,1981-06-01,+44(0)909 8790448,YES,Chad,37179,2013,05:59:49,161.105393,-32.375032
Amanda Robinson,1992-03-22,0909 8790758,NO,Botswana,47325,1970,00:52:54,137.837780,35.298483
Joseph Blanchard,1978-08-26,(0306) 999 0313,NO,Christmas Island,75379,1992,12:03:44,156.710028,76.985584
Jake Ward,1996-11-20,(0808)1570953,NO,Djibouti,91644,1975,02:40:21,-56.022282,-56.6239465
Julian Marshall,1994-04-05,+44(0)114 496 0858,YES,Barbados,29037,2009,05:38:13,153.899245,-69.653937
Pamela Mitchell,2007-01-08,+44191 496 0077,NO,Portugal,04019,1990,07:22:49,68.817433,-88.6474785
Donna James,1999-03-27,+4420 74960596,NO,Austria,86643,1989,07:01:43,-5.766452,-20.840002
Miss Michele Ryan DDS,1996-09-05,(0808) 1570347,YES,Paraguay,11779,2007,11:45:44,159.598781,48.157769
James Good,1973-10-07,029 2018 0255,NO,Chad,89404,2008,12:22:12,-108.810520,45.7941105
Briana Chang,2006-05-30,+44(0)1414960894,YES,Russian Federation,49790,1999,15:05:32,120.784409,-74.096489
Sarah Gonzalez,2015-11-25,+44(0)115 4960097,NO,Namibia,38266,2016,18:16:23,59.199940,57.034204
David Peters,2017-02-23,(0191) 4960676,YES,Bouvet Island (Bouvetoya),61779,1986,19:44:24,104.359692,-20.238437
Nicole Gutierrez,1977-05-14,+44(0)8081570489,NO,Mayotte,87323,2017,21:01:52,-73.437568,27.764854
Lisa Lewis,1973-04-05,08081570862,NO,Cambodia,73360,2017,10:33:45,139.693947,-89.8245505
Christian Schmidt,1987-09-20,(0151) 496 0298,YES,Sao Tome and Principe,38307,1971,08:43:46,46.238647,-7.254398
Samantha Nelson,1986-09-11,+44(0)1632960196,NO,Isle of Man,70464,1980,10:43:30,-48.977402,65.743291
Susan Thompson,1992-08-25,(0116) 496 0975,NO,India,89766,1974,05:53:36,173.565755,34.9529515
Karen Gordon,2019-02-01,(0141) 4960831,NO,Marshall Islands,43952,2009,07:39:21,30.562566,19.336293
Daniel Velasquez,1980-12-23,+441144960694,NO,Singapore,35851,1977,04:57:05,43.917086,-35.649210
Joseph Grimes,1994-01-31,+44(0)1174960782,YES,Peru,64902,2002,01:56:43,134.316214,11.196006
Suzanne Morrison,2006-07-30,029 2018 0236,YES,Burkina Faso,61946,1996,21:28:50,18.755710,24.218200
Jesse James,2012-06-14,0114 496 0503,NO,Vanuatu,77286,2000,11:07:17,-17.013524,10.140915
Chase Garcia,2005-11-20,(0306) 9990525,NO,Macao,18293,1988,21:29:07,71.567434,83.327976
Veronica Powell,1992-12-29,+44(0)2074960711,NO,Samoa,09650,2004,01:20:30,157.923676,-86.7295745
Chloe Kemp,2001-03-15,+44(0)1184960615,NO,Panama,96642,2013,07:45:33,64.009837,-29.9488445
Sean Klein,1988-08-07,(0118) 4960161,NO,Germany,56527,1977,20:16:56,90.113799,54.517462
Mr. Robert Baker,1976-11-17,01164960026,YES,Micronesia,24546,1998,06:11:50,120.312935,47.822338
Steven Guerrero,2018-07-12,+4428 9018 0426,YES,Nepal,79604,2006,00:48:07,-86.886786,9.277227
Michael Acevedo,1999-11-29,(0808) 157 0714,YES,Cayman Islands,76555,1978,07:43:48,-151.819400,-81.831640
Taylor Fischer,2002-12-02,(0121) 4960970,NO,Chad,04885,1990,10:16:00,-135.923543,30.0658035
Kathleen Johnson,2002-12-04,(0113)4960455,NO,Burkina Faso,32148,2014,01:31:13,-178.226850,-46.4716435
Shaun Gray,1973-04-07,0118 4960401,NO,Canada,30533,1989,22:31:05,28.054445,86.3781345
Carla Key,1979-05-13,0161 496 0881,NO,Thailand,33472,2011,14:04:57,71.657217,75.3440835
Gregory Flores,2005-07-28,+44(0)1914960107,YES,Timor-Leste,77583,2017,16:25:19,103.303684,60.2384265
Laura Richardson,1970-02-18,01414960386,NO,Solomon Islands,92675,2006,03:31:20,41.556033,4.6586455
Sandra English,1995-06-03,+44(0)151 496 0375,NO,Anguilla,20669,2020,10:49:40,13.967709,-43.581284
Breanna Terrell,2009-09-30,+44(0)151 4960896,YES,Nauru,02622,2009,07:53:14,85.379255,71.4563825
Shane Johnson,2019-02-13,(0161) 4960616,YES,Bulgaria,60490,1971,04:07:46,-122.737798,22.5501355
Crystal Ortega,2013-04-21,(0118) 496 0592,YES,Rwanda,25036,2008,11:07:25,-26.138102,60.3926245
Heather Lopez,1977-09-15,+44(0)113 496 0241,YES,Bosnia and Herzegovina,78050,1972,03:43:40,53.116592,-20.9552195
Tammy Smith,2002-07-25,+441614960792,YES,Cote d'Ivoire,23899,1974,11:10:59,48.498187,-65.8430685
Rachel Lewis,1982-01-14,+44141 496 0278,YES,Falkland Islands (Malvinas),08760,2011,07:45:59,-125.549169,-54.001667
Charles Nichols,2012-03-22,01632 960 633,YES,Falkland Islands (Malvinas),78217,2013,20:55:32,-150.589387,81.0819195
Justin Ramirez,1998-01-11,0113 496 0023,YES,Libyan Arab Jamahiriya,02592,2014,19:40:24,118.444336,77.766247
Christopher Sellers,1988-07-11,(0118) 496 0600,NO,Guinea,12052,1996,03:57:11,152.571581,-72.786664
Gary Richard,2017-08-17,0113 496 0168,YES,Cote d'Ivoire,13349,1982,14:10:08,34.925416,33.8534485
Bridget Johnson,1996-12-20,+44289018811,YES,Heard Island and McDonald Islands,36845,2003,04:10:43,32.584837,6.303837
Angela Steele,2012-05-27,(0151) 496 0807,YES,Yemen,87169,1994,16:41:13,-132.116224,16.228681
Joseph Craig,1987-10-20,0306 9990126,NO,Isle of Man,59832,1973,18:41:37,32.218429,-48.091033
Mark Whitehead,1984-01-10,+44116 4960043,NO,Turks and Caicos Islands,74549,2012,20:20:11,-122.502378,0.737623
Ashley Short,2007-04-04,0121 4960933,NO,Iceland,57775,2001,01:14:25,-11.703365,33.645520
Donna Sanchez,1979-03-28,+44(0)808 1570094,YES,Ghana,59657,2011,13:15:55,-59.697867,19.652323
Sarah Gonzales,2014-02-18,01134960293,YES,Barbados,08285,1994,09:43:54,-13.652364,-27.8503465
Mary Smith,2015-10-18,(0306) 999 0322,NO,Mayotte,39451,2014,15:56:20,-30.026575,-89.9290535
Steve Carroll,2020-01-17,+4428 9018 0885,YES,Pakistan,79916,2011,07:06:01,142.498179,-23.1653895
Shirley Morris,2000-07-11,+44(0)113 496 0341,YES,Australia,86266,1971,00:49:21,154.667661,-51.799862
Jessica Rodriguez,1983-06-28,+44(0)161 496 0764,NO,Timor-Leste,02649,1995,17:45:12,-35.188242,0.821774
Jonathan Ford,1972-10-15,(0115)4960885,YES,Colombia,66616,1984,01:59:33,-87.522600,41.799330
Kelly Garner,1999-12-14,(0114) 4960175,YES,Pitcairn Islands,91903,1985,11:53:29,-104.022501,60.1829945
Dominique Soto MD,2000-09-08,+44(0)116 4960188,NO,Mayotte,66169,2010,12:52:52,-29.539860,-56.4133545
Sherri Mccullough,2000-11-29,+441632 960 081,NO,Hungary,12494,1994,00:25:08,-123.845429,12.838818
Joseph Hill,2018-03-24,(028) 9018486,NO,Venezuela,44887,1993,03:21:46,146.174207,6.3087015
Christina Gibson,2005-07-27,(0909) 8790278,YES,Montserrat,05174,1973,12:21:17,70.095078,18.470497
Jeffrey Jones,2014-10-23,+44161 4960835,YES,Kiribati,08541,2007,19:03:16,163.128669,-46.091003
Alan Kim,1998-01-03,(01632) 960 217,YES,Tonga,51629,2014,01:01:49,24.156077,21.593168
Tracy Walsh,2018-06-26,(0121) 4960566,YES,British Indian Ocean Territory (Chagos Archipelago),02330,1994,05:27:17,-89.221877,-40.816243
Kelly Crawford,1975-06-11,01414960856,NO,Pakistan,87631,1981,14:00:58,143.681837,83.3034385
Daniel Nelson,1981-06-02,(0141) 496 0559,NO,Dominican Republic,72620,1977,13:36:47,74.089454,54.292773
Matthew Harper,2011-10-28,+44116 496 0302,YES,Russian Federation,57515,2009,21:25:24,-120.941461,15.893671
Scott Davis,1989-04-06,(029)2018119,YES,San Marino,61919,2002,02:04:44,113.000847,-8.306157
Rebecca Miller,1971-01-07,+441914960521,NO,Mali,95169,1988,09:38:12,46.915138,-5.388017
Kara Jones,1976-07-29,(020)74960200,YES,Malta,88166,2020,12:19:25,-43.578222,87.2781535
Donna Hatfield,1971-06-14,(0151) 496 0497,NO,Somalia,88667,1974,17:55:17,177.149944,23.6801915
Darryl Phillips,2006-09-04,0808 1570395,YES,Ecuador,70340,1981,00:36:06,-48.522843,39.5148115
Samantha Martin,1979-06-03,+44(0)306 9990655,YES,United States Minor Outlying Islands,46405,2018,12:55:23,-155.092777,42.7351315
Patricia Harris,2006-09-07,+443069990050,NO,Ghana,54026,2009,08:39:35,-141.587055,-88.6608945
Tammy Wiggins,1983-06-13,+44141 496 0748,NO,Lesotho,17437,2013,13:30:53,10.686265,-89.407596
Erin Dawson,1981-10-18,0191 4960766,YES,United Arab Emirates,66621,1995,05:54:52,12.182249,-49.3478785
Cynthia Lee,1972-08-15,+44(0)191 496 0079,NO,Vietnam,25671,2014,15:31:33,-17.292863,-72.802842
Kaitlyn Swanson,2014-07-01,01144960223,NO,Turks and Caicos Islands,28841,2012,11:27:16,-38.173693,65.3503745
David James,1988-01-05,(0121) 4960089,YES,Djibouti,44148,2005,01:59:16,105.115115,-4.5348925
Kristina Johnson,1982-05-01,+44(0)289018493,YES,Saint Lucia,96264,2006,23:03:55,-171.721485,-29.5397275
Jessica Perry,2011-03-07,(0191) 4960815,NO,Saint Kitts and Nevis,53709,1996,11:05:39,101.027496,-27.1736395
Robin Silva,1977-07-21,0191 498 0615,YES,Spain,75323,1989,02:01:03,-140.829093,15.6778885
Anthony Murray,1990-01-27,+4429 2018722,NO,Brazil,99039,2018,03:07:03,101.972701,45.921395
Tiffany Rodriguez,2001-01-26,01632960906,NO,Bouvet Island (Bouvetoya),48743,2007,21:49:45,-64.804645,-80.939786
Mary Evans,1983-05-31,+44(0)131 496 0340,NO,Sao Tome and Principe,36626,2021,11:45:11,89.572944,-41.0626465
Robin Lynch,2004-08-14,(0141) 496 0218,YES,Mauritius,27821,1993,19:44:13,60.670372,36.4973475
Antonio Davis,1982-07-15,+441174960775,NO,Kuwait,69900,1989,04:50:29,-176.467624,-3.594721
Michael Wallace,1975-07-03,+441214960042,YES,Guinea-Bissau,88293,2016,08:47:02,-155.734668,-48.017916
Jacqueline Wilson,1971-05-01,0117 4960510,YES,Argentina,78230,1997,20:11:16,25.438405,15.5328905
Thomas Young,1996-06-11,(028) 9018 0644,NO,Bermuda,04791,1987,15:56:58,-116.519060,24.4911755
William Smith,1977-09-15,(0121)4960356,NO,Argentina,28978,2020,05:36:43,-92.681013,19.233534
Jennifer Miller,1970-03-01,+44(0)1632 960109,NO,Rwanda,53082,1993,03:40:25,45.871445,15.4149235
Miguel Stevens,1999-01-02,+44(0)161 4960893,YES,Paraguay,46967,1996,08:43:08,-35.464613,83.5156325
Anna Cruz,1987-08-23,(029) 2018 0487,YES,Norway,56665,1986,03:46:41,168.909382,-3.3576545
John Casey,2003-09-06,(0117) 496 0280,YES,Algeria,84275,2019,20:03:43,-61.701359,50.9893445
James Flores,2010-12-26,+44(0)29 2018390,YES,Madagascar,76877,1980,02:18:20,-42.764146,-86.5524875
Roberto Gilbert,2020-05-14,0141 4960706,NO,Saint Barthelemy,94945,1995,21:46:05,17.662499,73.544352
Julie Davis,1989-05-17,+44116 4960975,YES,Vanuatu,29239,2012,11:48:35,-119.868837,-60.0833315
Kevin Solomon,2008-07-22,+44(0)808 157 0687,YES,Guyana,37473,2016,07:12:15,146.818097,43.7536625
Matthew Nelson,2015-12-03,+44161 4960385,YES,Marshall Islands,31484,1970,15:34:50,137.477034,-13.2712445
Denise Miller,2014-09-11,0161 4960093,NO,Israel,67211,2013,15:04:51,68.567033,-60.7756155
Mckenzie Mullins,2009-11-13,0141 496 0750,YES,Northern Mariana Islands,43579,1971,11:51:46,-69.761651,-48.4438875
Daniel Lowe,2002-08-17,+4420 74960811,NO,Turks and Caicos Islands,52230,2015,01:07:25,-52.102252,46.1231875
Gary Daniels,1991-05-14,+44(0)28 9018 0389,YES,Zimbabwe,12481,2021,00:57:12,-20.541978,31.860374
Derek Johnson,2010-04-28,0808 157 0816,YES,Suriname,12504,1994,04:05:28,-144.004345,-37.672863
Janet Foley,2002-08-28,03069990320,YES,Bolivia,88384,2004,22:08:05,175.542538,26.798333
Christopher Chapman,2000-06-07,+44(0)115 4960923,YES,Japan,24482,1990,03:03:52,-128.665588,-52.207504
Maria Rivers,2003-05-29,0306 999 0125,YES,Isle of Man,97928,2000,22:17:54,-30.642358,18.708782
Louis Martinez,1991-05-29,0808 157 0745,NO,Guam,62213,2016,20:20:14,-113.242196,-58.539247
Justin Mccarthy,1977-04-17,0114 496 0512,NO,Papua New Guinea,67560,1982,19:24:33,-59.752618,36.201296
Troy Tran,1992-11-23,0141 4960562,NO,Canada,71313,2020,05:06:31,60.617022,-84.3535175
Ryan Aguilar,1981-07-16,+441414960194,NO,Gibraltar,72606,1988,20:10:11,91.175563,-47.9596805
Cynthia Stanton,2019-07-04,+44(0)1214960954,NO,Switzerland,53563,2005,00:49:21,-74.359365,-70.7272965
Cory Davis,1987-03-28,0292018382,NO,New Zealand,37903,2010,17:47:29,21.327541,27.6869555
Carmen Olson,1977-09-21,+4429 2018 0590,NO,Thailand,96984,2011,01:53:39,68.638715,22.6927835
Sharon Lopez,1996-05-03,+4429 2018351,YES,Vietnam,57500,1980,06:19:48,152.942288,-23.214438
Cody Soto,1998-01-12,+44(0)1632 960569,YES,Grenada,60939,2011,09:34:59,17.189394,55.4976765
Michael Baxter,2006-10-30,0118 4960304,YES,Macedonia,88475,1973,01:53:00,54.700506,-81.3585605
Zachary Love,1981-02-12,0116 496 0810,YES,Maldives,53890,1971,09:34:07,44.262252,77.546384
Brian Thomas,2003-08-24,(020)74960017,YES,Wallis and Futuna,21337,1989,12:09:41,-105.909236,-39.511425
Shannon Mitchell,1994-09-11,0909 8790485,NO,Myanmar,75274,1972,08:42:03,159.577883,-56.0859125
Tiffany Holmes,1994-04-18,+44289018964,NO,San Marino,57109,1974,21:46:58,-20.290181,6.2227425
Robin Young,1976-08-07,+44114 496 0295,NO,Grenada,90290,1978,17:43:24,-148.278970,-8.673706
Carlos Duncan,2010-10-22,(0131) 496 0937,YES,Saint Vincent and the Grenadines,16718,1993,04:41:24,-37.847545,-34.294317
Jacob Lee,1973-10-27,(0909) 8790445,YES,Kyrgyz Republic,11785,1976,11:41:19,-43.778655,-10.291408
Deborah Jones,1985-09-04,(028) 9018 0944,NO,Macedonia,81551,1973,09:21:45,72.465862,49.4979425
Jody Carlson,1987-05-17,+44(0)118 496 0571,YES,Namibia,93235,1972,20:06:26,39.704203,-70.2567675
Kimberly Smith,1970-08-05,+44306 999 0859,NO,Germany,69768,2000,07:05:42,151.801505,72.618454
Jacob Moore,1979-06-30,+44(0)2074960769,YES,Pitcairn Islands,91553,1973,04:50:37,36.290769,-49.9622725
